pre.send,main.matrix,remain.matrix,total.comput,total
0.00823096,0.22288,0.0237634,0.246643,0.254874
0.00759074,0.222237,0.0230382,0.245275,0.252866
0.00808621,0.219462,0.02343,0.242892,0.250978
0.00811303,0.220842,0.0235244,0.244366,0.252479
0.00814732,0.220376,0.0236181,0.243994,0.252141
0.0074976,0.220487,0.0229273,0.243414,0.250912
0.00753113,0.221426,0.0229167,0.244343,0.251874
0.00826107,0.223733,0.0238543,0.247587,0.255848
0.00760658,0.220317,0.0229751,0.243292,0.250899
0.00813926,0.221174,0.0235615,0.244735,0.252874
