1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08353812800,3.08348068300,2.84904619500,2.98910001700,Residual,35039999.9723,MLUPs,1681.18563313
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08248426000,3.08248030500,2.85019193000,2.99047770000,Residual,5833333.33330,MLUPs,1681.76041230
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08186338000,3.08185985700,2.84945040600,2.98970688800,Residual,1242283.95024,MLUPs,1682.09922401
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08428832100,3.08428571100,2.84801998600,2.99208089500,Residual,369084.362056,MLUPs,1680.77671750
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08167970300,3.08167505700,2.84902626100,2.98950021500,Residual,151159.550754,MLUPs,1682.19948198
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08418564900,3.08416769900,2.84990540200,2.99198571300,Residual,77881.2273706,MLUPs,1680.83267026
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08209968400,3.08209683400,2.85064225800,2.98981793500,Residual,46357.4967463,MLUPs,1681.97025778
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08390699000,3.08390366000,2.85008880300,2.99166078900,Residual,30269.8753879,MLUPs,1680.98454876
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08332493400,3.08332071700,2.85112520700,2.99105532800,Residual,21064.9346353,MLUPs,1681.30187735
4,Maxtime,Mintime,+,JacobiMi,JacobiMa,3.08301691500,3.08301414600,2.85065964000,2.99051053400,Residual,15359.7204545,MLUPs,1681.46985337
