pre.send,main.matrix,remain.matrix,total.comput,total
0.00727207,0.192233,0.0158644,0.208098,0.21537
0.00779018,0.192602,0.0163608,0.208963,0.216754
0.00777304,0.193206,0.0163009,0.209506,0.21728
0.00780316,0.192033,0.016347,0.20838,0.216183
0.00722616,0.193605,0.0158082,0.209414,0.21664
0.00788955,0.194434,0.0165638,0.210998,0.218887
0.00722123,0.193111,0.0158001,0.208912,0.216133
0.00720815,0.197555,0.0220343,0.219589,0.226797
0.00775694,0.19268,0.0162725,0.208952,0.216709
0.00778813,0.191711,0.0163127,0.208023,0.215812
