pre.send,main.matrix,remain.matrix,total.comput,total
0.00765107,0.157162,0.00765139,0.164814,0.172465
0.007787,0.158919,0.0077873,0.166707,0.174494
0.0077121,0.157977,0.00771233,0.16569,0.173402
0.00826846,0.159058,0.00826886,0.167327,0.175596
0.00766014,0.159278,0.00766035,0.166938,0.174599
0.00763938,0.157677,0.00763968,0.165316,0.172956
0.00768585,0.158226,0.00768625,0.165912,0.173598
0.00765136,0.158849,0.00765166,0.1665,0.174152
0.00780145,0.160164,0.00780179,0.167965,0.175767
0.00768558,0.158255,0.00768602,0.165941,0.173626
