numproc,exec-time,init-time
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,75,and,i,have,received,76,messages.My,final,messages,have,tag,750,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,75,and,i,have,received,76,messages.My,final,messages,have,tag,750,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,63,and,i,have,received,76,messages.My,final,messages,have,tag,630,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
I,am,process,73,and,i,have,received,76,messages.My,final,messages,have,tag,730,and,left-value,-2850,right-value,2850
