pre.send,main.matrix,remain.matrix,total.comput,total
0.00772363,0.188006,0.00772395,0.19573,0.203453
0.00834821,0.189025,0.00834874,0.197374,0.205722
0.00770498,0.187545,0.00770532,0.19525,0.202955
0.00771704,0.18796,0.00771732,0.195677,0.203394
0.00765232,0.18751,0.00765258,0.195163,0.202815
0.0077283,0.185677,0.00772858,0.193406,0.201134
0.00773882,0.186935,0.00773904,0.194674,0.202413
0.00821543,0.187157,0.00821563,0.195373,0.203588
0.00769485,0.186689,0.00769511,0.194385,0.202079
0.00778531,0.188627,0.0077857,0.196413,0.204198
