pre.send,main.matrix,remain.matrix,total.comput,total
0.007755,0.279298,0.0313795,0.310677,0.318432
0.00778303,0.280198,0.0314324,0.311631,0.319414
0.00718529,0.279662,0.0309592,0.310621,0.317807
0.00787447,0.290104,0.031912,0.322016,0.329891
0.00777436,0.279259,0.0313328,0.310592,0.318367
0.00777684,0.278758,0.0315082,0.310266,0.318043
0.00792711,0.287325,0.0320577,0.319383,0.32731
0.00794701,0.283029,0.0319107,0.31494,0.322887
0.00856656,0.286129,0.03254,0.318669,0.327236
0.00726693,0.280343,0.0310672,0.31141,0.318677
