pre.send,main.matrix,total
0.00767166,0.0863917,0.0940634
0.00760438,0.0855204,0.0931248
0.00761569,0.087689,0.0953047
0.0075806,0.0871029,0.0946835
0.0077566,0.0874961,0.0952527
0.00766849,0.0930951,0.100764
0.00773377,0.109908,0.117641
0.00821202,0.0842412,0.0924532
0.00823574,0.0867226,0.0949584
0.0076342,0.0863295,0.0939637
