pre.send,main.matrix,remain.matrix,total.comput,total
0.0106528,0.189445,0.0124953,0.201941,0.212594
0.0107282,0.189816,0.0126843,0.2025,0.213229
0.0106428,0.189889,0.012469,0.202358,0.213
0.0107747,0.189836,0.0126061,0.202442,0.213217
0.0106895,0.191292,0.0125319,0.203824,0.214513
0.0106657,0.190566,0.0124906,0.203056,0.213722
0.0106355,0.188832,0.0124543,0.201286,0.211921
0.0106402,0.192243,0.0124825,0.204725,0.215365
0.0106876,0.189655,0.012503,0.202158,0.212846
0.0106571,0.189742,0.0124676,0.202209,0.212866
