#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.25,0.00
1,1000,16.35,0.06
2,1000,16.38,0.12
4,1000,16.30,0.25
8,1000,16.31,0.49
16,1000,16.41,0.98
32,1000,16.47,1.94
64,1000,16.74,3.82
128,1000,17.25,7.42
256,1000,17.22,14.87
512,1000,17.71,28.91
1024,1000,18.07,56.68
2048,1000,39.44,51.92
4096,1000,39.84,102.82
8192,1000,41.28,198.43
16384,1000,43.31,378.27
32768,1000,51.34,638.24
65536,640,149.12,439.49
131072,320,157.01,834.82
262144,160,205.45,1275.97
524288,80,306.43,1710.93
1048576,40,500.37,2095.60
2097152,20,897.90,2335.63
4194304,10,1735.77,2416.40
8388608,5,3573.54,2347.42
16777216,2,7002.46,2395.90
33554432,1,13827.68,2426.61
67108864,1,27505.96,2439.79
134217728,1,55029.30,2439.02
268435456,1,109440.74,2452.79
