#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,15.73,0.00
1,1000,15.67,0.06
2,1000,15.69,0.13
4,1000,15.71,0.25
8,1000,15.70,0.51
16,1000,15.63,1.02
32,1000,15.64,2.05
64,1000,15.69,4.08
128,1000,16.46,7.77
256,1000,16.48,15.54
512,1000,16.60,30.85
1024,1000,17.31,59.16
2048,1000,38.52,53.17
4096,1000,38.88,105.34
8192,1000,39.91,205.25
16384,1000,41.93,390.73
32768,1000,47.14,695.14
65536,640,147.04,445.69
131072,320,154.80,846.69
262144,160,191.83,1366.57
524288,80,273.72,1915.40
1048576,40,458.09,2289.00
2097152,20,821.72,2552.14
4194304,10,1526.62,2747.44
8388608,5,2969.22,2825.19
16777216,2,5845.86,2869.93
33554432,1,11546.08,2906.13
67108864,1,22983.59,2919.86
134217728,1,45764.95,2932.76
268435456,1,92771.26,2893.52
