#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,16.80,0.00
1,1000,16.88,0.06
2,1000,16.87,0.12
4,1000,16.48,0.24
8,1000,16.70,0.48
16,1000,17.04,0.94
32,1000,16.91,1.89
64,1000,17.35,3.69
128,1000,17.65,7.25
256,1000,17.39,14.72
512,1000,18.30,27.98
1024,1000,18.34,55.83
2048,1000,40.12,51.04
4096,1000,40.60,100.89
8192,1000,41.71,196.43
16384,1000,44.18,370.87
32768,1000,53.00,618.22
65536,640,161.66,405.40
131072,320,181.65,721.55
262144,160,230.38,1137.87
524288,80,341.93,1533.32
1048576,40,543.62,1928.88
2097152,20,972.97,2155.41
4194304,10,1989.32,2108.41
8388608,5,4238.01,1979.38
16777216,2,8286.03,2024.76
33554432,1,16423.82,2043.04
67108864,1,32740.29,2049.73
134217728,1,64916.95,2067.53
268435456,1,129417.93,2074.18
