#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,1.00,1.00
2,1000,1.02,1.96
4,1000,1.01,3.97
8,1000,1.00,7.98
16,1000,1.01,15.87
32,1000,1.02,31.35
64,1000,1.15,55.75
128,1000,1.20,106.27
256,1000,1.43,178.47
512,1000,1.52,337.88
1024,1000,1.68,611.03
2048,1000,2.32,883.75
4096,1000,3.17,1291.96
8192,1000,4.44,1846.68
16384,1000,6.24,2626.82
32768,1000,8.41,3895.86
65536,640,12.27,5342.56
131072,320,18.49,7089.99
262144,160,31.98,8196.34
524288,80,56.54,9272.99
1048576,40,98.19,10678.71
2097152,20,182.09,11516.89
4194304,10,353.45,11866.86
8388608,5,692.11,12120.30
16777216,2,1382.62,12134.39
33554432,1,2755.26,12178.33
67108864,1,5529.13,12137.33
134217728,1,11036.11,12161.69
268435456,1,22070.21,12162.80
