#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,0.99,1.01
2,1000,1.01,1.99
4,1000,1.00,3.98
8,1000,1.00,8.02
16,1000,1.00,15.97
32,1000,1.02,31.51
64,1000,1.14,55.90
128,1000,1.20,106.64
256,1000,1.44,178.21
512,1000,1.51,339.03
1024,1000,1.67,614.83
2048,1000,2.35,869.73
4096,1000,3.23,1269.37
8192,1000,4.55,1799.43
16384,1000,6.40,2558.39
32768,1000,8.52,3844.88
65536,640,12.36,5304.13
131072,320,18.57,7057.41
262144,160,32.01,8188.43
524288,80,54.29,9657.48
1048576,40,97.67,10736.25
2097152,20,182.43,11495.54
4194304,10,352.79,11888.87
8388608,5,691.61,12129.10
16777216,2,1382.99,12131.09
33554432,1,2754.85,12180.14
67108864,1,5523.80,12149.04
134217728,1,11027.76,12170.90
268435456,1,22082.90,12155.81
