#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.01,3.96
8,1000,1.00,8.04
16,1000,1.00,16.07
32,1000,1.01,31.54
64,1000,1.14,55.95
128,1000,1.19,107.41
256,1000,1.43,178.62
512,1000,1.50,340.25
1024,1000,1.66,615.45
2048,1000,2.32,883.65
4096,1000,3.18,1290.05
8192,1000,4.45,1842.44
16384,1000,6.41,2554.06
32768,1000,8.52,3847.08
65536,640,12.30,5326.29
131072,320,18.55,7065.88
262144,160,32.01,8188.43
524288,80,55.81,9394.59
1048576,40,98.46,10649.78
2097152,20,182.31,11503.17
4194304,10,352.71,11891.49
8388608,5,692.04,12121.63
16777216,2,1381.43,12144.85
33554432,1,2768.63,12119.49
67108864,1,5510.75,12177.82
134217728,1,11035.31,12162.57
268435456,1,22093.72,12149.86
