#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.09
16,1000,0.99,16.15
32,1000,1.01,31.67
64,1000,1.14,56.06
128,1000,1.19,107.72
256,1000,1.43,179.18
512,1000,1.50,340.42
1024,1000,1.66,617.37
2048,1000,2.32,882.20
4096,1000,3.17,1292.79
8192,1000,4.45,1841.08
16384,1000,6.25,2622.53
32768,1000,8.41,3896.99
65536,640,12.25,5349.49
131072,320,18.39,7128.22
262144,160,31.92,8211.81
524288,80,54.18,9677.13
1048576,40,96.87,10824.57
2097152,20,182.24,11507.90
4194304,10,352.45,11900.58
8388608,5,692.72,12109.67
16777216,2,1381.79,12141.64
33554432,1,2761.06,12152.73
67108864,1,5510.44,12178.49
134217728,1,11023.88,12175.18
268435456,1,22084.52,12154.91
