pre.send,main.matrix,remain.matrix,total.comput,total
0.00765649,0.178713,0.00943079,0.188143,0.1958
0.00757189,0.177203,0.00938795,0.186591,0.194163
0.00813483,0.176254,0.00984785,0.186102,0.194237
0.00808898,0.178653,0.00982648,0.18848,0.196569
0.00815327,0.184193,0.00989062,0.194083,0.202237
0.00813823,0.178611,0.00988751,0.188499,0.196637
0.00767863,0.179538,0.00943127,0.188969,0.196648
0.00758805,0.176611,0.00929912,0.18591,0.193498
0.00806829,0.177336,0.00979853,0.187135,0.195203
0.00769869,0.1787,0.00944591,0.188146,0.195845
