pre.send,main.matrix,remain.matrix,total.comput,total
0.00771908,0.245582,0.00771929,0.253302,0.261021
0.00820124,0.243636,0.00820153,0.251838,0.260039
0.00768665,0.245909,0.00768697,0.253596,0.261283
0.0076462,0.255617,0.00764642,0.263263,0.27091
0.00834325,0.24724,0.00834355,0.255584,0.263927
0.00778909,0.247536,0.00778947,0.255325,0.263114
0.00825584,0.2444,0.00825613,0.252656,0.260912
0.00767139,0.24411,0.00767159,0.251781,0.259453
0.00821822,0.247186,0.00821862,0.255405,0.263623
0.0077798,0.246936,0.0077801,0.254716,0.262496
