pre.send,main.matrix,remain.matrix,total.comput,total
0.0106572,0.165027,0.0124214,0.177449,0.188106
0.0107408,0.167988,0.0125225,0.18051,0.191251
0.0107369,0.166677,0.0124858,0.179162,0.189899
0.0106832,0.166066,0.0124609,0.178526,0.18921
0.0107676,0.167381,0.0125458,0.179927,0.190694
0.0107591,0.166442,0.0125365,0.178979,0.189738
0.0106756,0.167421,0.012541,0.179962,0.190637
0.0107016,0.166567,0.0124513,0.179018,0.18972
0.0107752,0.16655,0.0125624,0.179112,0.189888
0.0107085,0.165207,0.012458,0.177665,0.188373
