pre.send,main.matrix,remain.matrix,total.comput,total
0.00785133,0.24892,0.00785153,0.256771,0.264623
0.00825784,0.244286,0.00825839,0.252544,0.260802
0.00766642,0.245017,0.00766663,0.252684,0.26035
0.00828563,0.244871,0.00828618,0.253157,0.261443
0.00781548,0.248159,0.00781582,0.255975,0.26379
0.0082416,0.246688,0.00824179,0.25493,0.263171
0.00768106,0.24415,0.00768136,0.251832,0.259513
0.00765713,0.244032,0.00765752,0.25169,0.259347
0.00781591,0.248529,0.0078164,0.256345,0.264161
0.00838969,0.247718,0.00839023,0.256108,0.264498
