pre.send,main.matrix,remain.matrix,total.comput,total
0.00722623,0.151977,0.0140486,0.166025,0.173252
0.00783633,0.151918,0.0146753,0.166594,0.17443
0.00726206,0.15097,0.0140806,0.165051,0.172313
0.00778472,0.15106,0.0145664,0.165626,0.173411
0.00780918,0.151604,0.0146027,0.166207,0.174016
0.00787523,0.152051,0.0148705,0.166922,0.174797
0.00781272,0.156227,0.0146797,0.170907,0.178719
0.00781591,0.152638,0.0147987,0.167437,0.175253
0.00794042,0.151556,0.0148047,0.166361,0.174301
0.00786591,0.15336,0.0147021,0.168062,0.175928
