#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.98,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,4.00
8,1000,0.99,8.11
16,1000,0.99,16.14
32,1000,1.02,31.40
64,1000,1.15,55.74
128,1000,1.19,107.19
256,1000,2.47,103.71
512,1000,1.50,340.87
1024,1000,1.67,614.70
2048,1000,2.33,877.77
4096,1000,3.18,1286.68
8192,1000,4.47,1833.49
16384,1000,6.43,2548.95
32768,1000,8.51,3851.79
65536,640,12.34,5309.42
131072,320,18.55,7065.58
262144,160,31.98,8196.67
524288,80,54.27,9660.92
1048576,40,97.09,10800.48
2097152,20,186.02,11274.06
4194304,10,352.16,11910.20
8388608,5,695.22,12066.07
16777216,2,1382.62,12134.32
33554432,1,2766.47,12128.95
67108864,1,5527.14,12141.70
134217728,1,11030.75,12167.59
268435456,1,22080.78,12156.97
