#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,2.00
4,1000,1.00,3.99
8,1000,1.00,8.03
16,1000,1.00,16.04
32,1000,1.01,31.79
64,1000,1.15,55.89
128,1000,1.19,107.44
256,1000,1.43,179.13
512,1000,1.51,339.81
1024,1000,1.66,615.61
2048,1000,2.33,880.78
4096,1000,3.18,1287.60
8192,1000,4.45,1840.41
16384,1000,6.24,2625.96
32768,1000,8.41,3897.80
65536,640,12.24,5354.06
131072,320,18.40,7124.63
262144,160,32.41,8089.21
524288,80,54.27,9661.28
1048576,40,98.38,10658.12
2097152,20,182.30,11503.92
4194304,10,352.92,11884.43
8388608,5,691.82,12125.51
16777216,2,1383.85,12123.56
33554432,1,2759.57,12159.29
67108864,1,5515.67,12166.96
134217728,1,11033.89,12164.13
268435456,1,22091.36,12151.15
