#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.01,0.00
1,1000,1.01,0.99
2,1000,1.02,1.96
4,1000,1.02,3.92
8,1000,1.01,7.92
16,1000,1.01,15.77
32,1000,1.03,31.19
64,1000,1.16,55.26
128,1000,1.21,105.64
256,1000,1.44,177.43
512,1000,1.51,339.86
1024,1000,1.67,614.62
2048,1000,2.33,878.21
4096,1000,3.18,1289.05
8192,1000,4.44,1845.50
16384,1000,6.25,2622.12
32768,1000,8.39,3906.96
65536,640,12.27,5341.65
131072,320,18.45,7103.65
262144,160,32.07,8174.37
524288,80,57.60,9102.52
1048576,40,98.42,10654.41
2097152,20,182.29,11504.52
4194304,10,353.50,11864.96
8388608,5,692.78,12108.58
16777216,2,1383.36,12127.85
33554432,1,2755.38,12177.78
67108864,1,5530.80,12133.67
134217728,1,11023.89,12175.17
268435456,1,22083.68,12155.38
