#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.99,0.00
1,1000,0.99,1.01
2,1000,1.00,1.99
4,1000,1.01,3.97
8,1000,1.00,7.97
16,1000,1.00,16.01
32,1000,1.01,31.70
64,1000,1.15,55.76
128,1000,1.20,107.11
256,1000,1.44,177.80
512,1000,1.51,338.86
1024,1000,1.67,614.90
2048,1000,2.34,873.88
4096,1000,3.25,1259.61
8192,1000,4.54,1802.92
16384,1000,6.41,2556.44
32768,1000,8.54,3836.79
65536,640,12.30,5329.01
131072,320,18.51,7079.28
262144,160,32.11,8162.69
524288,80,57.41,9132.80
1048576,40,97.89,10711.92
2097152,20,182.19,11510.67
4194304,10,353.07,11879.66
8388608,5,692.87,12106.96
16777216,2,1380.63,12151.87
33554432,1,2762.01,12148.54
67108864,1,5531.32,12132.52
134217728,1,11030.79,12167.55
268435456,1,22075.48,12159.89
