#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,1.00,0.00
1,1000,1.00,1.00
2,1000,1.01,1.98
4,1000,1.01,3.97
8,1000,1.00,8.03
16,1000,1.01,15.91
32,1000,1.02,31.32
64,1000,1.15,55.89
128,1000,1.20,106.29
256,1000,1.44,177.57
512,1000,1.51,339.08
1024,1000,1.66,615.18
2048,1000,2.33,878.58
4096,1000,3.19,1284.40
8192,1000,4.49,1822.96
16384,1000,6.30,2601.97
32768,1000,8.52,3845.15
65536,640,12.35,5306.35
131072,320,18.50,7084.93
262144,160,32.04,8181.05
524288,80,57.41,9132.10
1048576,40,98.16,10682.58
2097152,20,182.30,11503.99
4194304,10,353.02,11881.07
8388608,5,693.01,12104.51
16777216,2,1381.90,12140.67
33554432,1,2765.92,12131.39
67108864,1,5520.44,12156.43
134217728,1,11042.03,12155.17
268435456,1,22070.97,12162.38
