pre.send,main.matrix,total
0.00820895,0.0872104,0.0954193
0.00819814,0.0876237,0.0958218
0.00819499,0.0876611,0.0958561
0.00759982,0.0871545,0.0947544
0.00766939,0.0855986,0.093268
0.00766681,0.0855827,0.0932495
0.00773666,0.0877391,0.0954758
0.00823777,0.087866,0.0961038
0.00766283,0.0874575,0.0951203
0.00767139,0.0870135,0.0946849
