pre.send,main.matrix,remain.matrix,total.comput,total
0.00755984,0.193559,0.00951571,0.203074,0.210634
0.00771456,0.193662,0.00966915,0.203331,0.211046
0.00768658,0.19388,0.00971014,0.20359,0.211276
0.0081236,0.191883,0.0138526,0.205736,0.21386
0.00813457,0.192591,0.0101307,0.202721,0.210856
0.00817637,0.194282,0.0101838,0.204465,0.212642
0.00812468,0.1921,0.0100506,0.202151,0.210276
0.0075584,0.192208,0.00954514,0.201753,0.209311
0.00822542,0.193692,0.0102092,0.203901,0.212126
0.00753527,0.191133,0.00952311,0.200656,0.208191
