pre.send,main.matrix,remain.matrix,total.comput,total
0.00720285,0.160691,0.0140058,0.174697,0.1819
0.00785529,0.161016,0.0147745,0.17579,0.183646
0.00785328,0.160852,0.0147245,0.175576,0.18343
0.0078239,0.160496,0.014617,0.175113,0.182937
0.00795039,0.161859,0.0148467,0.176706,0.184656
0.00775767,0.161752,0.0145921,0.176344,0.184102
0.00735275,0.161447,0.0142443,0.175692,0.183044
0.00726091,0.15957,0.0140872,0.173657,0.180918
0.00787086,0.160523,0.0147274,0.175251,0.183122
0.00782923,0.160941,0.014682,0.175623,0.183452
