pre.send,main.matrix,remain.matrix,total.comput,total
0.00778692,0.154615,0.0148146,0.169429,0.177216
0.00778642,0.154863,0.0147881,0.169651,0.177438
0.0073746,0.156128,0.0143322,0.17046,0.177835
0.00775883,0.153959,0.0146857,0.168644,0.176403
0.00781759,0.154378,0.0148033,0.169181,0.176999
0.00776027,0.154107,0.0146624,0.16877,0.17653
0.00792824,0.155166,0.0149867,0.170153,0.178081
0.00724266,0.154107,0.0141197,0.168227,0.17547
0.00795262,0.154965,0.0150125,0.169978,0.17793
0.00722319,0.15484,0.0142487,0.169089,0.176312
