pre.send,main.matrix,remain.matrix,total.comput,total
0.00775161,0.153054,0.0144428,0.167496,0.175248
0.00717533,0.153073,0.013808,0.166881,0.174056
0.00725005,0.157658,0.0138315,0.17149,0.17874
0.0072528,0.151929,0.0138339,0.165763,0.173016
0.00786023,0.151293,0.0144903,0.165784,0.173644
0.00780906,0.151342,0.0143916,0.165734,0.173543
0.00793389,0.151717,0.0147004,0.166418,0.174352
0.00776553,0.154508,0.0144027,0.168911,0.176676
0.00722597,0.152659,0.0138497,0.166509,0.173735
0.00783021,0.152813,0.0143993,0.167212,0.175042
