pre.send,main.matrix,remain.matrix,total.comput,total
0.00756572,0.16617,0.00932368,0.175493,0.183059
0.00814683,0.165243,0.00987647,0.17512,0.183266
0.00815202,0.166604,0.00991122,0.176515,0.184667
0.00766534,0.166364,0.00942199,0.175786,0.183451
0.00814805,0.165275,0.00987974,0.175155,0.183303
0.00757055,0.167292,0.00932809,0.17662,0.18419
0.00813053,0.167369,0.00987963,0.177249,0.185379
0.0075274,0.165888,0.00939272,0.175281,0.182808
0.00826087,0.166329,0.010034,0.176364,0.184624
0.00814399,0.166002,0.00989781,0.1759,0.184044
