pre.send,main.matrix,remain.matrix,total.comput,total
0.0106373,0.179755,0.0123913,0.192146,0.202783
0.0106625,0.180448,0.0124043,0.192852,0.203514
0.0107691,0.182311,0.0125204,0.194831,0.205601
0.010624,0.180369,0.0123719,0.192741,0.203365
0.0106488,0.181326,0.012394,0.19372,0.204369
0.010656,0.18025,0.012406,0.192656,0.203312
0.0106591,0.183609,0.0124365,0.196046,0.206705
0.0107038,0.184027,0.0124726,0.1965,0.207204
0.0106311,0.180463,0.0123905,0.192854,0.203485
0.0106614,0.181929,0.0124411,0.19437,0.205031
