pre.send,main.matrix,remain.matrix,total.comput,total
0.0108831,0.179995,0.0108834,0.190878,0.201762
0.0107576,0.177255,0.0107579,0.188013,0.198771
0.010772,0.178362,0.0107723,0.189134,0.199906
0.0107626,0.179052,0.0107631,0.189815,0.200577
0.0107967,0.178338,0.0107969,0.189135,0.199932
0.0107251,0.177678,0.0107255,0.188403,0.199128
0.0107226,0.177113,0.0107229,0.187836,0.198559
0.0107785,0.178867,0.0107787,0.189646,0.200425
0.0108057,0.178246,0.010806,0.189052,0.199858
0.0109148,0.17945,0.0109152,0.190365,0.20128
