pre.send,main.matrix,remain.matrix,total.comput,total
0.00760173,0.20935,0.00760209,0.216952,0.224553
0.00771078,0.212049,0.00771122,0.21976,0.227471
0.00827908,0.209764,0.00827937,0.218044,0.226323
0.00767684,0.210719,0.00767713,0.218396,0.226073
0.00782568,0.212133,0.0078261,0.219959,0.227785
0.00766252,0.21022,0.00766287,0.217883,0.225546
0.00832983,0.212199,0.00833025,0.220529,0.228859
0.00770582,0.21041,0.00770612,0.218116,0.225822
0.00780932,0.217487,0.00780968,0.225297,0.233106
0.00818788,0.211663,0.00818819,0.219851,0.228039
