#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.41,2.47
2,1000,0.41,4.90
4,1000,0.42,9.58
8,1000,0.41,19.57
16,1000,0.41,39.35
32,1000,0.57,56.28
64,1000,0.56,113.84
128,1000,0.88,145.68
256,1000,0.92,278.26
512,1000,1.13,453.34
1024,1000,1.29,795.94
2048,1000,2.09,979.39
4096,1000,3.00,1363.72
8192,1000,4.69,1744.92
16384,1000,7.21,2273.49
32768,1000,12.63,2593.45
65536,640,22.92,2858.92
131072,320,42.12,3111.87
262144,160,13.82,18972.44
524288,80,24.60,21316.06
1048576,40,55.10,19032.04
2097152,20,137.08,15298.72
4194304,10,292.54,14337.64
8388608,5,618.92,13553.70
16777216,2,1937.38,8659.74
33554432,1,5563.82,6030.82
67108864,1,11894.44,5642.04
134217728,1,24099.51,5569.31
268435456,1,47403.73,5662.75
