#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.40,0.00
1,1000,0.40,2.50
2,1000,0.40,5.02
4,1000,0.40,10.07
8,1000,0.40,20.19
16,1000,0.40,40.15
32,1000,0.56,56.84
64,1000,0.56,114.43
128,1000,0.86,149.29
256,1000,0.91,282.62
512,1000,1.11,461.10
1024,1000,1.33,767.18
2048,1000,2.11,970.81
4096,1000,3.07,1332.29
8192,1000,4.87,1683.85
16384,1000,7.75,2113.41
32768,1000,13.77,2380.15
65536,640,24.63,2660.31
131072,320,45.51,2879.94
262144,160,14.65,17897.22
524288,80,26.65,19671.66
1048576,40,59.83,17527.01
2097152,20,145.16,14447.37
4194304,10,305.96,13708.60
8388608,5,618.58,13561.10
16777216,2,1908.64,8790.13
33554432,1,5610.73,5980.40
67108864,1,11930.57,5624.95
134217728,1,23818.27,5635.07
268435456,1,48404.38,5545.69
