#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.39,2.54
2,1000,0.40,5.06
4,1000,0.40,9.88
8,1000,0.40,20.15
16,1000,0.39,40.74
32,1000,0.55,57.76
64,1000,0.56,114.93
128,1000,0.86,149.17
256,1000,0.93,275.48
512,1000,1.13,453.87
1024,1000,1.31,784.09
2048,1000,2.10,973.84
4096,1000,3.06,1336.39
8192,1000,4.88,1677.43
16384,1000,7.78,2106.66
32768,1000,13.37,2451.49
65536,640,24.21,2707.33
131072,320,43.67,3001.42
262144,160,13.72,19104.53
524288,80,24.63,21285.10
1048576,40,57.76,18152.68
2097152,20,144.01,14562.12
4194304,10,308.38,13601.03
8388608,5,616.68,13602.79
16777216,2,1929.08,8697.02
33554432,1,5597.71,5994.31
67108864,1,11877.24,5650.21
134217728,1,23804.42,5638.35
268435456,1,47456.17,5656.49
