#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.41,0.00
1,1000,0.40,2.48
2,1000,0.39,5.08
4,1000,0.40,9.89
8,1000,0.40,20.04
16,1000,0.40,40.32
32,1000,0.56,56.83
64,1000,0.55,115.72
128,1000,0.90,141.62
256,1000,0.93,275.70
512,1000,1.13,452.23
1024,1000,1.28,802.63
2048,1000,2.08,983.33
4096,1000,2.98,1374.49
8192,1000,4.75,1724.91
16384,1000,7.34,2231.11
32768,1000,12.80,2559.83
65536,640,23.39,2802.00
131072,320,42.14,3110.61
262144,160,13.09,20023.33
524288,80,23.07,22728.47
1048576,40,53.84,19476.94
2097152,20,135.86,15436.55
4194304,10,294.78,14228.61
8388608,5,616.24,13612.53
16777216,2,1884.62,8902.15
33554432,1,5605.54,5985.94
67108864,1,12051.45,5568.53
134217728,1,23757.04,5649.60
268435456,1,47457.97,5656.28
