pre.send,main.matrix,remain.matrix,total.comput,total
0.00785824,0.155477,0.0145824,0.17006,0.177918
0.00781425,0.161444,0.0145464,0.17599,0.183804
0.00767504,0.154308,0.0142371,0.168545,0.17622
0.00725174,0.155368,0.0138545,0.169223,0.176474
0.00772821,0.1546,0.0143005,0.1689,0.176629
0.00778291,0.155396,0.0144066,0.169803,0.177586
0.00769844,0.153472,0.0142188,0.167691,0.175389
0.00712387,0.153645,0.0136838,0.167329,0.174453
0.00714305,0.154091,0.0136546,0.167745,0.174889
0.00769956,0.154241,0.014278,0.168519,0.176218
