#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.26,0.00
1,1000,0.28,3.52
2,1000,0.28,7.07
4,1000,0.29,13.61
8,1000,0.28,28.08
16,1000,0.30,53.66
32,1000,0.30,106.27
64,1000,0.35,185.30
128,1000,0.39,328.07
256,1000,0.46,550.85
512,1000,0.62,832.46
1024,1000,0.72,1431.59
2048,1000,0.89,2288.72
4096,1000,1.75,2336.25
8192,1000,2.05,4001.03
16384,1000,2.64,6215.65
32768,1000,3.83,8555.92
65536,640,5.24,12514.61
131072,320,10.66,12296.01
262144,160,19.12,13709.88
524288,80,39.55,13254.93
1048576,40,98.79,10614.34
2097152,20,214.73,9766.48
4194304,10,486.43,8622.70
8388608,5,1640.41,5113.74
16777216,2,3748.94,4475.19
33554432,1,7486.30,4482.11
67108864,1,14993.18,4475.96
134217728,1,29795.89,4504.57
268435456,1,59586.30,4504.99
