#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.26,3.79
2,1000,0.26,7.61
4,1000,0.26,15.26
8,1000,0.26,30.55
16,1000,0.29,56.10
32,1000,0.29,111.91
64,1000,0.33,194.47
128,1000,0.37,342.04
256,1000,0.42,604.41
512,1000,0.60,860.20
1024,1000,0.67,1527.01
2048,1000,0.88,2317.79
4096,1000,1.69,2422.04
8192,1000,1.98,4135.14
16384,1000,2.48,6613.75
32768,1000,3.67,8921.13
65536,640,5.02,13051.45
131072,320,10.34,12673.28
262144,160,18.75,13979.65
524288,80,38.98,13449.25
1048576,40,95.92,10932.10
2097152,20,214.60,9772.59
4194304,10,494.13,8488.20
8388608,5,1525.61,5498.51
16777216,2,3725.13,4503.80
33554432,1,7535.14,4453.06
67108864,1,14951.98,4488.29
134217728,1,29879.61,4491.95
268435456,1,59695.43,4496.75
