#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.54
2,1000,0.28,7.12
4,1000,0.28,14.15
8,1000,0.28,28.52
16,1000,0.30,52.71
32,1000,0.30,105.87
64,1000,0.35,184.11
128,1000,0.41,315.08
256,1000,0.47,544.89
512,1000,0.62,825.31
1024,1000,0.73,1412.11
2048,1000,0.87,2364.24
4096,1000,1.78,2296.47
8192,1000,2.16,3797.21
16384,1000,2.65,6189.88
32768,1000,4.04,8107.23
65536,640,5.33,12303.73
131072,320,10.36,12652.29
262144,160,19.51,13438.76
524288,80,40.47,12955.69
1048576,40,100.00,10485.39
2097152,20,214.54,9775.10
4194304,10,491.81,8528.32
8388608,5,1517.08,5529.45
16777216,2,3713.68,4517.68
33554432,1,7496.15,4476.22
67108864,1,14895.86,4505.20
134217728,1,29825.61,4500.08
268435456,1,59598.75,4504.05
