#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.59
2,1000,0.28,7.17
4,1000,0.27,14.62
8,1000,0.28,28.92
16,1000,0.30,53.48
32,1000,0.31,104.44
64,1000,0.34,187.86
128,1000,0.38,335.91
256,1000,0.47,548.48
512,1000,0.61,836.18
1024,1000,0.73,1408.46
2048,1000,0.88,2317.84
4096,1000,1.81,2257.28
8192,1000,2.13,3850.58
16384,1000,2.77,5922.67
32768,1000,3.82,8575.09
65536,640,5.49,11936.09
131072,320,10.57,12398.04
262144,160,19.43,13490.98
524288,80,41.42,12658.65
1048576,40,99.05,10586.41
2097152,20,217.74,9631.31
4194304,10,489.09,8575.65
8388608,5,1525.40,5499.28
16777216,2,3726.20,4502.50
33554432,1,7471.90,4490.75
67108864,1,14959.20,4486.13
134217728,1,29860.98,4494.75
268435456,1,59696.65,4496.66
