#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.28,7.13
4,1000,0.28,14.24
8,1000,0.28,28.80
16,1000,0.29,54.31
32,1000,0.30,107.94
64,1000,0.35,185.03
128,1000,0.40,321.79
256,1000,0.47,544.75
512,1000,0.62,829.87
1024,1000,0.70,1455.57
2048,1000,0.88,2321.68
4096,1000,1.79,2283.22
8192,1000,2.16,3788.52
16384,1000,2.73,5999.44
32768,1000,3.92,8365.59
65536,640,5.28,12401.00
131072,320,10.69,12266.38
262144,160,19.32,13571.57
524288,80,39.49,13277.41
1048576,40,97.24,10782.94
2097152,20,217.25,9653.29
4194304,10,489.29,8572.27
8388608,5,1518.62,5523.82
16777216,2,3729.15,4498.94
33554432,1,7500.43,4473.67
67108864,1,14978.06,4480.48
134217728,1,29893.53,4489.86
268435456,1,59668.45,4498.78
