#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.69
2,1000,0.28,7.16
4,1000,0.27,14.55
8,1000,0.27,29.43
16,1000,0.28,56.69
32,1000,0.28,114.51
64,1000,0.31,206.53
128,1000,0.36,360.21
256,1000,0.44,586.72
512,1000,0.59,862.34
1024,1000,0.70,1470.84
2048,1000,0.83,2469.79
4096,1000,1.74,2351.68
8192,1000,2.00,4095.56
16384,1000,2.70,6076.52
32768,1000,3.63,9035.80
65536,640,5.36,12217.22
131072,320,9.48,13822.83
262144,160,18.84,13911.98
524288,80,38.50,13616.75
1048576,40,95.13,11022.70
2097152,20,211.76,9903.27
4194304,10,492.49,8516.61
8388608,5,1513.66,5541.93
16777216,2,3735.65,4491.11
33554432,1,7472.62,4490.31
67108864,1,14952.38,4488.17
134217728,1,29836.42,4498.45
268435456,1,59618.23,4502.57
