#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.58
2,1000,0.28,7.20
4,1000,0.28,14.41
8,1000,0.28,28.95
16,1000,0.30,52.96
32,1000,0.30,106.92
64,1000,0.34,188.22
128,1000,0.40,323.01
256,1000,0.47,548.79
512,1000,0.61,832.70
1024,1000,0.70,1458.76
2048,1000,0.90,2279.83
4096,1000,1.77,2313.85
8192,1000,2.10,3895.10
16384,1000,2.68,6117.88
32768,1000,3.92,8358.60
65536,640,5.31,12344.16
131072,320,10.32,12696.26
262144,160,19.38,13529.96
524288,80,39.89,13141.97
1048576,40,98.15,10683.77
2097152,20,216.57,9683.51
4194304,10,508.28,8251.95
8388608,5,1522.22,5510.78
16777216,2,3742.83,4482.50
33554432,1,7472.86,4490.17
67108864,1,14972.25,4482.22
134217728,1,29765.33,4509.20
268435456,1,59603.10,4503.72
