#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.28,7.15
4,1000,0.28,14.34
8,1000,0.28,28.78
16,1000,0.30,52.80
32,1000,0.30,106.69
64,1000,0.33,195.90
128,1000,0.39,332.09
256,1000,0.46,553.66
512,1000,0.61,837.00
1024,1000,0.67,1521.56
2048,1000,0.83,2459.72
4096,1000,1.76,2330.99
8192,1000,2.14,3833.12
16384,1000,2.71,6054.80
32768,1000,3.93,8332.55
65536,640,5.52,11873.88
131072,320,10.62,12344.95
262144,160,19.19,13663.69
524288,80,40.00,13107.10
1048576,40,97.17,10791.15
2097152,20,192.49,10894.65
4194304,10,492.30,8519.81
8388608,5,1516.84,5530.33
16777216,2,3716.73,4513.97
33554432,1,7479.13,4486.41
67108864,1,14976.62,4480.91
134217728,1,29797.04,4504.40
268435456,1,59588.15,4504.85
