#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.29,3.49
2,1000,0.29,6.80
4,1000,0.29,13.96
8,1000,0.29,28.05
16,1000,0.30,53.29
32,1000,0.32,100.04
64,1000,0.34,187.01
128,1000,0.39,328.81
256,1000,0.41,617.36
512,1000,0.63,813.33
1024,1000,0.74,1378.59
2048,1000,0.90,2277.71
4096,1000,1.78,2297.96
8192,1000,2.10,3908.94
16384,1000,2.72,6028.93
32768,1000,3.88,8437.23
65536,640,5.52,11878.40
131072,320,10.34,12676.30
262144,160,19.34,13555.85
524288,80,40.08,13081.80
1048576,40,100.16,10469.41
2097152,20,218.31,9606.18
4194304,10,491.75,8529.28
8388608,5,1527.53,5491.61
16777216,2,3737.88,4488.43
33554432,1,7478.50,4486.79
67108864,1,14905.80,4502.20
134217728,1,29814.69,4501.73
268435456,1,59598.61,4504.06
