#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.29,3.45
2,1000,0.28,7.21
4,1000,0.28,14.36
8,1000,0.29,27.72
16,1000,0.31,51.85
32,1000,0.31,104.67
64,1000,0.33,192.32
128,1000,0.39,330.47
256,1000,0.48,532.00
512,1000,0.63,814.54
1024,1000,0.76,1344.59
2048,1000,0.87,2365.38
4096,1000,1.77,2317.58
8192,1000,2.15,3801.69
16384,1000,2.73,6002.69
32768,1000,3.78,8675.82
65536,640,5.29,12390.67
131072,320,10.91,12016.23
262144,160,19.40,13511.07
524288,80,39.53,13261.83
1048576,40,98.83,10609.78
2097152,20,216.98,9665.04
4194304,10,491.50,8533.71
8388608,5,1513.73,5541.67
16777216,2,3736.03,4490.65
33554432,1,7505.62,4470.57
67108864,1,14937.04,4492.78
134217728,1,29866.28,4493.96
268435456,1,59682.98,4497.69
