#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.59
2,1000,0.28,7.14
4,1000,0.28,14.21
8,1000,0.29,27.73
16,1000,0.30,53.71
32,1000,0.30,106.31
64,1000,0.34,185.67
128,1000,0.39,327.99
256,1000,0.47,543.32
512,1000,0.60,857.66
1024,1000,0.69,1486.80
2048,1000,0.85,2413.60
4096,1000,1.77,2311.85
8192,1000,2.14,3831.23
16384,1000,2.75,5965.51
32768,1000,3.99,8219.09
65536,640,5.48,11960.33
131072,320,10.89,12037.70
262144,160,19.30,13581.35
524288,80,39.84,13158.28
1048576,40,98.11,10688.18
2097152,20,214.37,9783.06
4194304,10,491.05,8541.52
8388608,5,1527.59,5491.39
16777216,2,3720.46,4509.44
33554432,1,7496.45,4476.05
67108864,1,14933.99,4493.70
134217728,1,29856.48,4495.43
268435456,1,59673.42,4498.41
