#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.55
2,1000,0.28,7.10
4,1000,0.28,14.08
8,1000,0.28,28.53
16,1000,0.30,53.82
32,1000,0.31,104.34
64,1000,0.35,183.42
128,1000,0.39,324.11
256,1000,0.46,559.46
512,1000,0.62,826.41
1024,1000,0.74,1389.92
2048,1000,0.93,2193.82
4096,1000,1.77,2318.46
8192,1000,2.11,3874.29
16384,1000,2.66,6158.83
32768,1000,3.79,8653.08
65536,640,5.28,12411.65
131072,320,10.67,12283.38
262144,160,19.52,13430.51
524288,80,40.73,12871.63
1048576,40,99.46,10542.67
2097152,20,216.11,9703.97
4194304,10,485.77,8634.40
8388608,5,1520.02,5518.73
16777216,2,3736.87,4489.65
33554432,1,7482.66,4484.29
67108864,1,14965.02,4484.38
134217728,1,29819.28,4501.04
268435456,1,59698.47,4496.52
