#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.74
2,1000,0.27,7.48
4,1000,0.27,14.91
8,1000,0.27,29.79
16,1000,0.29,54.63
32,1000,0.28,112.72
64,1000,0.31,205.36
128,1000,0.37,341.95
256,1000,0.45,572.13
512,1000,0.60,854.36
1024,1000,0.68,1496.58
2048,1000,0.84,2439.22
4096,1000,1.66,2464.35
8192,1000,1.97,4167.95
16384,1000,2.52,6501.05
32768,1000,3.61,9087.08
65536,640,5.00,13098.68
131072,320,9.02,14538.77
262144,160,17.50,14980.06
524288,80,38.51,13613.19
1048576,40,94.21,11129.85
2097152,20,189.88,11044.85
4194304,10,488.01,8594.77
8388608,5,1524.68,5501.87
16777216,2,3718.70,4511.58
33554432,1,7465.05,4494.87
67108864,1,14917.35,4498.71
134217728,1,29893.49,4489.86
268435456,1,59749.18,4492.70
