#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.25,0.00
1,1000,0.28,3.57
2,1000,0.28,7.15
4,1000,0.28,14.45
8,1000,0.27,29.10
16,1000,0.30,53.46
32,1000,0.30,106.94
64,1000,0.34,190.54
128,1000,0.39,325.92
256,1000,0.46,562.30
512,1000,0.63,815.97
1024,1000,0.73,1406.78
2048,1000,0.84,2451.27
4096,1000,1.75,2334.67
8192,1000,2.16,3795.55
16384,1000,2.65,6187.64
32768,1000,3.88,8435.27
65536,640,5.48,11953.18
131072,320,10.56,12417.73
262144,160,19.65,13339.38
524288,80,40.10,13073.86
1048576,40,99.74,10513.42
2097152,20,217.70,9633.22
4194304,10,489.00,8577.37
8388608,5,1523.06,5507.74
16777216,2,3734.40,4492.62
33554432,1,7469.59,4492.14
67108864,1,14953.66,4487.79
134217728,1,29859.27,4495.01
268435456,1,59666.52,4498.93
