#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.24,0.00
1,1000,0.27,3.75
2,1000,0.27,7.54
4,1000,0.26,15.28
8,1000,0.26,30.28
16,1000,0.28,57.92
32,1000,0.28,112.42
64,1000,0.32,199.64
128,1000,0.37,341.85
256,1000,0.45,564.93
512,1000,0.63,812.02
1024,1000,0.74,1391.97
2048,1000,0.92,2224.70
4096,1000,1.76,2321.97
8192,1000,2.10,3909.39
16384,1000,2.72,6019.39
32768,1000,3.94,8309.31
65536,640,5.24,12503.73
131072,320,10.64,12316.52
262144,160,19.39,13517.99
524288,80,40.60,12914.82
1048576,40,98.91,10601.05
2097152,20,216.86,9670.65
4194304,10,494.11,8488.58
8388608,5,1523.69,5505.44
16777216,2,3731.32,4496.32
33554432,1,7510.74,4467.52
67108864,1,14908.36,4501.42
134217728,1,29884.56,4491.21
268435456,1,59697.74,4496.58
