pre.send,main.matrix,remain.matrix,total.comput,total
0.00775141,0.247293,0.0077517,0.255044,0.262796
0.00778778,0.24962,0.00778807,0.257408,0.265196
0.00779132,0.248798,0.00779166,0.25659,0.264381
0.00805054,0.244406,0.00805129,0.252457,0.260508
0.00761948,0.244427,0.00761983,0.252047,0.259667
0.00769297,0.244756,0.00769326,0.252449,0.260142
0.00763441,0.244121,0.00763463,0.251755,0.25939
0.00817514,0.244243,0.00817543,0.252419,0.260594
0.00778188,0.24837,0.00778219,0.256152,0.263934
0.00772726,0.247452,0.00772756,0.25518,0.262907
