pre.send,main.matrix,total
0.00764625,0.0986639,0.10631
0.0076192,0.0857631,0.0933823
0.00763883,0.0849286,0.0925674
0.00776032,0.0876112,0.0953715
0.00774101,0.0865475,0.0942885
0.0076509,0.100297,0.107948
0.00829025,0.0879027,0.096193
0.00762979,0.0873922,0.095022
0.008165,0.0853511,0.0935161
0.00764414,0.0880337,0.0956778
