#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,5.00
2,1000,0.19,10.48
4,1000,0.19,21.12
8,1000,0.19,42.33
16,1000,0.19,84.38
32,1000,0.22,142.51
64,1000,0.22,289.33
128,1000,0.31,417.26
256,1000,0.33,781.05
512,1000,0.39,1316.91
1024,1000,0.48,2117.09
2048,1000,0.74,2756.96
4096,1000,1.11,3686.11
8192,1000,1.85,4435.37
16384,1000,2.92,5611.17
32768,1000,4.70,6970.00
65536,640,8.01,8182.74
131072,320,14.41,9096.50
262144,160,12.63,20758.29
524288,80,25.80,20318.74
1048576,40,60.89,17222.13
2097152,20,141.59,14810.96
4194304,10,319.45,13129.67
8388608,5,889.10,9434.99
16777216,2,2295.41,7309.03
33554432,1,5244.63,6397.86
67108864,1,10455.02,6418.82
134217728,1,20870.19,6431.07
268435456,1,41718.31,6434.48
