#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.21,4.85
2,1000,0.20,10.07
4,1000,0.20,19.80
8,1000,0.21,39.00
16,1000,0.19,84.55
32,1000,0.22,143.80
64,1000,0.22,287.11
128,1000,0.31,412.44
256,1000,0.34,754.18
512,1000,0.38,1336.98
1024,1000,0.50,2057.19
2048,1000,0.75,2735.46
4096,1000,1.11,3682.95
8192,1000,1.85,4417.17
16384,1000,3.10,5281.06
32768,1000,5.01,6541.25
65536,640,8.37,7834.55
131072,320,15.10,8683.04
262144,160,13.85,18931.15
524288,80,25.83,20301.14
1048576,40,59.85,17518.79
2097152,20,145.90,14373.46
4194304,10,330.59,12687.45
8388608,5,871.19,9628.89
16777216,2,2305.69,7276.45
33554432,1,5263.24,6375.25
67108864,1,10477.26,6405.19
134217728,1,20868.81,6431.50
268435456,1,41613.19,6450.73
