#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.22,4.62
2,1000,0.19,10.53
4,1000,0.19,21.00
8,1000,0.19,42.46
16,1000,0.19,84.93
32,1000,0.23,140.49
64,1000,0.22,289.87
128,1000,0.30,423.10
256,1000,0.34,758.12
512,1000,0.39,1324.13
1024,1000,0.50,2045.97
2048,1000,0.74,2752.57
4096,1000,1.11,3679.73
8192,1000,1.86,4413.27
16384,1000,2.93,5594.24
32768,1000,4.95,6618.51
65536,640,8.45,7752.32
131072,320,14.95,8766.63
262144,160,15.21,17238.30
524288,80,29.36,17858.75
1048576,40,65.29,16060.75
2097152,20,149.23,14053.56
4194304,10,328.22,12778.99
8388608,5,887.55,9451.40
16777216,2,2292.75,7317.51
33554432,1,5218.58,6429.80
67108864,1,10433.36,6432.14
134217728,1,20855.06,6435.74
268435456,1,41610.84,6451.09
