#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.79
2,1000,0.19,10.48
4,1000,0.19,21.23
8,1000,0.19,42.56
16,1000,0.19,85.09
32,1000,0.22,143.92
64,1000,0.22,289.66
128,1000,0.31,411.03
256,1000,0.33,786.85
512,1000,0.38,1353.39
1024,1000,0.49,2077.15
2048,1000,0.74,2757.58
4096,1000,1.11,3682.41
8192,1000,1.85,4417.97
16384,1000,3.10,5279.24
32768,1000,5.01,6536.20
65536,640,8.35,7844.01
131072,320,15.74,8327.67
262144,160,15.32,17105.98
524288,80,28.82,18194.38
1048576,40,64.88,16162.79
2097152,20,149.70,14008.58
4194304,10,334.27,12547.49
8388608,5,890.79,9417.09
16777216,2,2280.07,7358.20
33554432,1,5210.38,6439.92
67108864,1,10430.12,6434.14
134217728,1,20869.13,6431.40
268435456,1,41607.74,6451.57
