#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.20,5.01
2,1000,0.19,10.68
4,1000,0.19,20.96
8,1000,0.19,42.24
16,1000,0.19,84.03
32,1000,0.22,144.78
64,1000,0.22,285.50
128,1000,0.32,397.36
256,1000,0.34,756.40
512,1000,0.39,1300.16
1024,1000,0.50,2066.18
2048,1000,0.75,2742.81
4096,1000,1.12,3673.38
8192,1000,1.85,4427.05
16384,1000,2.92,5606.45
32768,1000,4.72,6947.00
65536,640,8.02,8171.67
131072,320,14.44,9078.01
262144,160,12.56,20875.25
524288,80,24.47,21422.18
1048576,40,59.00,17772.63
2097152,20,137.87,15211.29
4194304,10,323.94,12947.88
8388608,5,896.53,9356.79
16777216,2,2280.80,7355.83
33554432,1,5264.16,6374.13
67108864,1,10418.39,6441.38
134217728,1,20900.01,6421.90
268435456,1,41664.41,6442.80
