#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.19,5.20
2,1000,0.19,10.28
4,1000,0.20,20.32
8,1000,0.19,42.51
16,1000,0.19,84.60
32,1000,0.23,140.01
64,1000,0.22,293.07
128,1000,0.30,427.45
256,1000,0.32,798.28
512,1000,0.36,1421.20
1024,1000,0.49,2089.88
2048,1000,0.75,2746.21
4096,1000,1.11,3679.19
8192,1000,1.85,4418.44
16384,1000,2.94,5579.34
32768,1000,4.73,6933.99
65536,640,8.04,8150.02
131072,320,14.42,9087.89
262144,160,12.63,20763.43
524288,80,23.62,22198.10
1048576,40,58.56,17906.53
2097152,20,143.30,14634.88
4194304,10,326.11,12861.68
8388608,5,903.29,9286.77
16777216,2,2304.96,7278.75
33554432,1,5188.20,6467.45
67108864,1,10421.90,6439.22
134217728,1,20826.81,6444.47
268435456,1,41613.09,6450.75
