#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.20,0.00
1,1000,0.20,4.93
2,1000,0.21,9.75
4,1000,0.20,20.24
8,1000,0.20,39.35
16,1000,0.19,83.27
32,1000,0.22,143.47
64,1000,0.22,288.37
128,1000,0.31,415.19
256,1000,0.33,782.18
512,1000,0.37,1373.36
1024,1000,0.49,2093.33
2048,1000,0.74,2752.32
4096,1000,1.11,3691.13
8192,1000,1.85,4420.65
16384,1000,2.92,5601.80
32768,1000,4.69,6987.43
65536,640,8.33,7864.01
131072,320,15.13,8660.91
262144,160,13.96,18774.61
524288,80,26.77,19582.19
1048576,40,61.89,16942.73
2097152,20,143.42,14622.06
4194304,10,306.08,13703.21
8388608,5,842.95,9951.47
16777216,2,2280.45,7356.97
33554432,1,5181.44,6475.89
67108864,1,10417.95,6441.66
134217728,1,20856.35,6435.34
268435456,1,41651.96,6444.72
